ID,国家名称,所属洲,现存确诊,可疑人数,累计确诊,死亡人数,治愈人数,确认计数等级,病死率排序,死亡率,历史记录
4804436,哥斯达黎加,北美洲,17533,0,18975,162,1280,68,155,0.85,https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json
4804225,阿曼,亚洲,17317,0,79159,421,61421,32,169,0.53,https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json
4804334,智利,南美洲,16887,0,362962,9745,336330,8,77,2.68,https://file1.dxycdn.com/2020/0315/808/3402160527840261646-135.json
4804322,葡萄牙,欧洲,14725,0,51681,1739,35217,44,60,3.36,https://file1.dxycdn.com/2020/0315/256/3402160527840261777-135.json
4804660,肯尼亚,非洲,13487,0,23202,388,9327,63,123,1.67,https://file1.dxycdn.com/2020/0317/555/3402535553647091609-135.json
4804735,萨尔瓦多,北美洲,13098,0,17843,477,4268,71,78,2.67,https://file1.dxycdn.com/2020/0320/757/3403052105068803877-135.json
4804188,意大利,欧洲,12482,0,248419,35171,200766,15,4,14.15,https://file1.dxycdn.com/2020/0315/993/3402160517102843054-135.json
4804414,波兰,欧洲,11355,0,48149,1738,35056,46,56,3.60,https://file1.dxycdn.com/2020/0315/811/3402160506365424422-135.json
4804668,埃塞俄比亚,非洲,11294,0,19877,343,8240,67,117,1.72,https://file1.dxycdn.com/2020/0315/406/3402176464316707884-135.json
4804566,土耳其,亚洲,10678,0,234934,5765,218491,17,84,2.45,https://file1.dxycdn.com/2020/0315/952/3402160538577680436-135.json
4804224,阿富汗,亚洲,10070,0,36747,1288,25389,54,57,3.50,https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json
4804179,澳大利亚,大洋洲,9956,0,18729,232,8541,70,142,1.23,https://file1.dxycdn.com/2020/0315/646/3402160532135406038-135.json
4804182,德国,欧洲,9896,0,212022,9226,192900,19,45,4.35,https://file1.dxycdn.com/2020/0315/631/3402160538577680475-135.json
4804433,塞尔维亚,欧洲,9886,0,36012,874,25252,55,86,2.42,https://file1.dxycdn.com/2020/0315/316/3402160534282712994-135.json
4804429,巴勒斯坦,亚洲,9518,0,16024,87,6419,75,168,0.54,https://file1.dxycdn.com/2020/0315/967/3402160532135229211-135.json
4804690,乌兹别克斯坦,亚洲,9127,0,26550,161,17262,60,164,0.60,https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json
4804228,阿尔及利亚,非洲,8881,0,32504,1248,22375,58,50,3.83,https://file1.dxycdn.com/2020/0315/112/3402160514955536226-135.json
4804288,亚美尼亚,亚洲,8158,0,39298,768,30372,51,104,1.95,https://file1.dxycdn.com/2020/0315/583/3402160508513085016-135.json
4804222,科威特,亚洲,7983,0,68774,465,60326,37,160,0.67,https://file1.dxycdn.com/2020/0315/529/3402160514955359370-135.json
4804171,新加坡,亚洲,7967,0,53346,27,45352,43,183,0.05,https://file1.dxycdn.com/2020/0315/901/3402160525692777969-135.json
4804661,法属圭亚那,南美洲,7904,0,7948,44,0,87,167,0.55,https://file1.dxycdn.com/2020/0315/094/3402160504218117592-135.json
4804180,加拿大,北美洲,7236,0,117791,8958,101597,22,13,7.60,https://file1.dxycdn.com/2020/0315/505/3402160534282712951-135.json
